"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
127,"West Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Liberal Democrats","7",10,"Good thing","Male",1940,"Working class","Suburbs of large town or city","Church of England",5,"daily telegraph"
127,"West Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Liberal Democrats","7",10,"Good thing","Male",1940,"Working class","Suburbs of large town or city","Church of England",5,"guardian"
128,"London","Debt (public debt of a state, a community etc.)","Conservatives","7",7,"Neither","Male",1961,"Middle class","Suburbs of large town or city","Church of England",3,"the times"
129,"Yorkshire and The Humber","National employment policies","Liberal Democrats","7",7,"Good thing","Male",1958,"Working class","Large town or city","No, do not belong to a denomination",7,"Don't read newspapers"
130,"East of England","Economic Conditions","Liberal Democrats","7",9,"Bad thing","Female",1948,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
130,"East of England","Economic Conditions","Liberal Democrats","7",9,"Bad thing","Female",1948,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily telegraph"
130,"East of England","Economic Conditions","Liberal Democrats","7",9,"Bad thing","Female",1948,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"guardian"
131,"Wales","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","7",6,"Good thing","Male",1946,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
132,"North West","National health care policy","[NONE]","7",5,"Bad thing","Male",1958,"Working class","Rural area or village","No, do not belong to a denomination",1,"Don't read newspapers"
133,"Yorkshire and The Humber","Immigration","[NONE]","1 Day",5,"Bad thing","Female",1979,"Working class","Suburbs of large town or city","No, do not belong to a denomination",2,"Don't read newspapers"
134,"East of England","Economic Conditions","[DK]","7",6,"Neither","Male",1976,"[Refused to be classified]","Suburbs of large town or city","No, do not belong to a denomination",4,"Don't read newspapers"
135,"South West","Creating Jobs (specifically)","Labour","7",4,"Bad thing","Female",1952,"Working class","Rural area or village","Church of England",1,"Don't read newspapers"
136,"East Midlands","Economic Conditions","[DK]","0",5,"Bad thing","Female",1972,"Working class","Rural area or village","No, do not belong to a denomination",1,"Don't read newspapers"
137,"London","Economic Conditions","Labour","7",8,"Good thing","Female",1969,"Middle class","Large town or city","Roman Catholic",5,"guardian"
137,"London","Economic Conditions","Labour","7",8,"Good thing","Female",1969,"Middle class","Large town or city","Roman Catholic",5,"the financial times"
137,"London","Economic Conditions","Labour","7",8,"Good thing","Female",1969,"Middle class","Large town or city","Roman Catholic",5,"the observer"
138,"Yorkshire and The Humber","[DK]","[NAP]","7",88,"Bad thing","Male",1973,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"Don't read newspapers"
139,"South West","Military expenditure","British National Party (BNP)","7",10,"Bad thing","Female",1989,"Middle class","Rural area or village","Church of England",4,"daily telegraph"
140,"East Midlands","Economic Conditions","[DK]","7",5,"Good thing","Female",1969,"Lower middle class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
141,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","7",5,"Bad thing","Female",1970,"Working class","Rural area or village","No, do not belong to a denomination",3,"the local paper, news and advertising paper"
142,"East of England","Democracy (code this if you cannot use specific codes)","[NONE]","4",10,"Good thing","Male",1959,"Middle class","Rural area or village","No, do not belong to a denomination",5,"the times"
143,"London","Any other topic","Liberal Democrats","7",5,"Neither","Female",1946,"Lower middle class","Small or middle-sized town","Church of England",3,"local guardian"
144,"East Midlands","Immigration","British National Party (BNP)","7",5,"Bad thing","Female",1961,"Working class","Small or middle-sized town","No, do not belong to a denomination",2,"sun"
145,"London","Social Justice","Labour","7",0,"Neither","Female",1964,"Working class","Large town or city","Other",3,"metro"
145,"London","Social Justice","Labour","7",0,"Neither","Female",1964,"Working class","Large town or city","Other",3,"south london press"
146,"North West","Economic Conditions","[NONE]","7",0,"Neither","Male",1949,"Working class","Suburbs of large town or city","No, do not belong to a denomination",2,"the star"
146,"North West","Economic Conditions","[NONE]","7",0,"Neither","Male",1949,"Working class","Suburbs of large town or city","No, do not belong to a denomination",2,"the mirror"
147,"London","Economic Conditions","Conservatives","7",6,"Good thing","Male",1969,"Working class","Large town or city","Other",7,"metro"
147,"London","Economic Conditions","Conservatives","7",6,"Good thing","Male",1969,"Working class","Large town or city","Other",7,"london lite"
148,"East of England","Immigration","Conservatives","4",88,"Good thing","Female",1961,"Lower middle class","Rural area or village","Church of England",3,"sun"
149,"North West","Pensions","[DK]","3",88,"Bad thing","Female",1950,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"warrington guardian"
150,"South West","Effect of Euro on the Economy","Liberal Democrats","5",3,"Good thing","Female",1973,"Middle class","Small or middle-sized town","No, do not belong to a denomination",3,"Don't read newspapers"
151,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Scottish National Party","7",5,"Good thing","Female",1957,"Working class","Small or middle-sized town","No, do not belong to a denomination",7,"sunday times"
152,"North West","Wages and Earnings","Labour","7",10,"Bad thing","Male",1948,"Working class","Rural area or village","No, do not belong to a denomination",2,"Don't read newspapers"
153,"Wales","Unemployment","Labour","7",7,"Neither","Male",1980,"Working class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
154,"West Midlands","Debt (public debt of a state, a community etc.)","Labour","6",4,"Bad thing","Male",1967,"Middle class","Suburbs of large town or city","Roman Catholic",4,"sunday times"
155,"North East","Immigration","Conservatives","7",7,"Bad thing","Male",1959,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"sun"
155,"North East","Immigration","Conservatives","7",7,"Bad thing","Male",1959,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"daily mail"
155,"North East","Immigration","Conservatives","7",7,"Bad thing","Male",1959,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"the mirror"
155,"North East","Immigration","Conservatives","7",7,"Bad thing","Male",1959,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"mail on sunday"
156,"North East","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","4",88,"Neither","Female",1935,"Working class","Rural area or village","No, do not belong to a denomination",6,"daily mail"
156,"North East","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","4",88,"Neither","Female",1935,"Working class","Rural area or village","No, do not belong to a denomination",6,"the local newspaper"
157,"Scotland","Economic Conditions","Labour","7",10,"Neither","Male",1952,"Working class","Small or middle-sized town","Roman Catholic",5,"daily mail"
157,"Scotland","Economic Conditions","Labour","7",10,"Neither","Male",1952,"Working class","Small or middle-sized town","Roman Catholic",5,"daily record"
158,"Wales","Economic Conditions","Labour","7",3,"Good thing","Male",1956,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"western mail"
158,"Wales","Economic Conditions","Labour","7",3,"Good thing","Male",1956,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"south wales argus"
159,"East of England","Welfare State (code this if you cannot use specific codes)","Liberal Democrats","7",5,"Neither","Male",1946,"Lower middle class","Small or middle-sized town","Church of England",5,"the mirror"
160,"London","Economic Conditions","Labour","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",4,"sun"
160,"London","Economic Conditions","Labour","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",4,"daily telegraph"
160,"London","Economic Conditions","Labour","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",4,"guardian"
160,"London","Economic Conditions","Labour","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",4,"the times"
160,"London","Economic Conditions","Labour","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",4,"sunday times"
160,"London","Economic Conditions","Labour","7",4,"Good thing","Male",1976,"Middle class","Large town or city","No, do not belong to a denomination",4,"the observer"
161,"Yorkshire and The Humber","Ethnic Minorities","Conservatives","3",3,"Good thing","Male",1989,"Middle class","Small or middle-sized town","No, do not belong to a denomination",2,"sun"
161,"Yorkshire and The Humber","Ethnic Minorities","Conservatives","3",3,"Good thing","Male",1989,"Middle class","Small or middle-sized town","No, do not belong to a denomination",2,"the mirror"
161,"Yorkshire and The Humber","Ethnic Minorities","Conservatives","3",3,"Good thing","Male",1989,"Middle class","Small or middle-sized town","No, do not belong to a denomination",2,"news of the world"
